100868,"已办理额外行李托运","航空意外险/航班延误险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
111114,"已办理额外行李托运","航空意外险/航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
119919,"未办理额外行李托运","航空意外险","已订购旅行餐饮","未选择任何其他客户服务"
172619,"未办理额外行李托运","航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
179195,"未办理额外行李托运","未选择任何保险业务","已订购旅行餐饮","未选择任何其他客户服务"
193729,"已办理额外行李托运","航空意外险","未订购旅行餐饮","未选择任何其他客户服务"
200965,"已办理额外行李托运","未选择任何保险业务","已订购旅行餐饮","未选择任何其他客户服务"
220738,"已办理额外行李托运","航空责任保险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
226525,"已办理额外行李托运","航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
226627,"未办理额外行李托运","航空意外险","已订购旅行餐饮","未选择任何其他客户服务"
226667,"未办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
231435,"已办理额外行李托运","航空责任保险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
232138,"未办理额外行李托运","未选择任何保险业务","未订购旅行餐饮","未选择任何其他客户服务"
256763,"未办理额外行李托运","航空意外险","未订购旅行餐饮","未选择任何其他客户服务"
256941,"已办理额外行李托运","航空责任保险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
264863,"未办理额外行李托运","航空责任保险","未订购旅行餐饮","未选择任何其他客户服务"
269652,"已办理额外行李托运","航空责任保险","未订购旅行餐饮","未选择任何其他客户服务"
275706,"已办理额外行李托运","航空意外险/航班延误险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
275774,"未办理额外行李托运","航空意外险/航班延误险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
287338,"未办理额外行李托运","航空责任保险","未订购旅行餐饮","未选择任何其他客户服务"
296369,"已办理额外行李托运","航空意外险","未订购旅行餐饮","未选择任何其他客户服务"
310817,"未办理额外行李托运","航空意外险/航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
335371,"未办理额外行李托运","航空责任保险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
359445,"未办理额外行李托运","航空意外险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
361263,"未办理额外行李托运","航空意外险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
368345,"已办理额外行李托运","航空意外险","已订购旅行餐饮","未选择任何其他客户服务"
379859,"已办理额外行李托运","未选择任何保险业务","已订购旅行餐饮","未选择任何其他客户服务"
399133,"已办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
404246,"已办理额外行李托运","航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
408630,"未办理额外行李托运","未选择任何保险业务","未订购旅行餐饮","未选择任何其他客户服务"
434175,"未办理额外行李托运","航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
434901,"未办理额外行李托运","航空意外险","未订购旅行餐饮","未选择任何其他客户服务"
438748,"已办理额外行李托运","航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
441407,"已办理额外行李托运","航空意外险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
441575,"已办理额外行李托运","航空责任保险","未订购旅行餐饮","未选择任何其他客户服务"
448174,"未办理额外行李托运","航空责任保险","未订购旅行餐饮","未选择任何其他客户服务"
448856,"未办理额外行李托运","航空意外险/航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
449632,"未办理额外行李托运","航空责任保险","未订购旅行餐饮","未选择任何其他客户服务"
455470,"未办理额外行李托运","航空意外险/航班延误险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
468395,"未办理额外行李托运","航空意外险/航班延误险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
474759,"已办理额外行李托运","航空意外险/航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
481620,"已办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
487883,"已办理额外行李托运","航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
490755,"已办理额外行李托运","未选择任何保险业务","未订购旅行餐饮","未选择任何其他客户服务"
513285,"已办理额外行李托运","未选择任何保险业务","已订购旅行餐饮","未选择任何其他客户服务"
514967,"未办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
523560,"未办理额外行李托运","航空意外险","未订购旅行餐饮","未选择任何其他客户服务"
531977,"未办理额外行李托运","航空意外险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
534346,"已办理额外行李托运","航空意外险/航班延误险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
540379,"已办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
543445,"未办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
547979,"已办理额外行李托运","航空责任保险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
550602,"未办理额外行李托运","航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
555275,"已办理额外行李托运","未选择任何保险业务","已订购旅行餐饮","未选择任何其他客户服务"
569973,"已办理额外行李托运","航空责任保险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
574674,"已办理额外行李托运","航空意外险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
604895,"未办理额外行李托运","未选择任何保险业务","未订购旅行餐饮","未选择任何其他客户服务"
616054,"已办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
620383,"已办理额外行李托运","航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
625450,"已办理额外行李托运","航空意外险/航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
633178,"未办理额外行李托运","航空意外险/航班延误险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
641279,"已办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
648114,"已办理额外行李托运","航空责任保险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
652276,"未办理额外行李托运","航空意外险","未订购旅行餐饮","未选择任何其他客户服务"
680875,"未办理额外行李托运","航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
683437,"未办理额外行李托运","航空意外险/航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
696811,"已办理额外行李托运","航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
717967,"未办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
724106,"未办理额外行李托运","航空意外险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
726032,"已办理额外行李托运","航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
732490,"已办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
741128,"已办理额外行李托运","航空责任保险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
754990,"未办理额外行李托运","航空责任保险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
766357,"已办理额外行李托运","航空责任保险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
781028,"已办理额外行李托运","航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
788837,"已办理额外行李托运","航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
804962,"未办理额外行李托运","航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
811254,"未办理额外行李托运","航空意外险/航空责任保险","未订购旅行餐饮","未选择任何其他客户服务"
827719,"未办理额外行李托运","未选择任何保险业务","未订购旅行餐饮","未选择任何其他客户服务"
834942,"未办理额外行李托运","航空责任保险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
840998,"已办理额外行李托运","航空责任保险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
852757,"未办理额外行李托运","航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
856555,"未办理额外行李托运","航空责任保险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
869869,"未办理额外行李托运","航空意外险/航空责任保险","未订购旅行餐饮","未选择任何其他客户服务"
877048,"未办理额外行李托运","航空意外险/航班延误险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
879222,"已办理额外行李托运","航空责任保险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
890973,"未办理额外行李托运","航空意外险/航班延误险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
903300,"已办理额外行李托运","航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
907476,"未办理额外行李托运","未选择任何保险业务","已订购旅行餐饮","未选择任何其他客户服务"
909286,"已办理额外行李托运","未选择任何保险业务","未订购旅行餐饮","未选择任何其他客户服务"
947275,"已办理额外行李托运","航空意外险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
949545,"未办理额外行李托运","航空意外险/航班延误险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
960572,"已办理额外行李托运","航空意外险","已订购旅行餐饮","未选择任何其他客户服务"
968262,"已办理额外行李托运","航空责任保险","已订购旅行餐饮","未选择任何其他客户服务"
970034,"未办理额外行李托运","航空意外险","未订购旅行餐饮","未选择任何其他客户服务"
983356,"已办理额外行李托运","航空意外险/航班延误险/航班延误险","未订购旅行餐饮","未选择任何其他客户服务"
983669,"已办理额外行李托运","未选择任何保险业务","已订购旅行餐饮","未选择任何其他客户服务"
984704,"未办理额外行李托运","未选择任何保险业务","未订购旅行餐饮","未选择任何其他客户服务"
991490,"已办理额外行李托运","航空意外险/航班延误险","已订购旅行餐饮","未选择任何其他客户服务"
996233,"已办理额外行李托运","航空责任保险","未订购旅行餐饮","未选择任何其他客户服务"
